regime,model,property,property_bin,bin_index,molecules,property_median,actual_median,mean_absolute_error,baseline_mean_absolute_error,normalized_mean_absolute_error,mean_residual
out_of_scaffold,MLP,HeavyAtomCount,"(13.0, 17.0]",1,108,16.000000,-3.532000,0.668913,1.706608,0.391954,0.169650
out_of_scaffold,MLP,HeavyAtomCount,"(17.0, 21.0]",2,90,19.000000,-4.594000,0.641920,2.348570,0.273324,0.013758
out_of_scaffold,MLP,HeavyAtomCount,"(21.0, 55.0]",3,101,25.000000,-4.530000,0.742048,2.130126,0.348359,-0.085735
out_of_scaffold,GCN,HeavyAtomCount,"(3.999, 13.0]",0,114,11.000000,-2.535000,0.942089,1.348001,0.698879,-0.194522
out_of_scaffold,GCN,HeavyAtomCount,"(13.0, 17.0]",1,108,16.000000,-3.532000,0.880024,1.706608,0.515657,0.164614
out_of_scaffold,GCN,HeavyAtomCount,"(17.0, 21.0]",2,90,19.000000,-4.594000,0.998101,2.348570,0.424982,0.426263
out_of_scaffold,GCN,HeavyAtomCount,"(21.0, 55.0]",3,101,25.000000,-4.530000,0.997456,2.130126,0.468261,0.539167
out_of_scaffold,GIN,HeavyAtomCount,"(3.999, 13.0]",0,114,11.000000,-2.535000,0.846868,1.348001,0.628240,-0.119406
out_of_scaffold,GIN,HeavyAtomCount,"(13.0, 17.0]",1,108,16.000000,-3.532000,0.798242,1.706608,0.467736,0.013735
out_of_scaffold,GIN,HeavyAtomCount,"(17.0, 21.0]",2,90,19.000000,-4.594000,0.903787,2.348570,0.384824,0.308284
out_of_scaffold,GIN,HeavyAtomCount,"(21.0, 55.0]",3,101,25.000000,-4.530000,0.892384,2.130126,0.418935,0.394211
in_domain,Dummy (mean),NumRings,"(-0.001, 1.0]",0,300,1.000000,-2.200000,1.596963,1.596963,1.000000,-0.811637
in_domain,Dummy (mean),NumRings,"(1.0, 2.0]",1,78,2.000000,-3.440500,1.714320,1.714320,1.000000,0.696592
in_domain,Dummy (mean),NumRings,"(2.0, 8.0]",2,92,3.000000,-4.799500,2.103653,2.103653,1.000000,2.017627
in_domain,Linear,NumRings,"(-0.001, 1.0]",0,300,1.000000,-2.200000,0.750797,1.596963,0.470141,-0.048661
in_domain,Linear,NumRings,"(1.0, 2.0]",1,78,2.000000,-3.440500,0.695597,1.714320,0.405757,0.185552
in_domain,Linear,NumRings,"(2.0, 8.0]",2,92,3.000000,-4.799500,0.858588,2.103653,0.408142,0.279128
in_domain,MLP,NumRings,"(-0.001, 1.0]",0,300,1.000000,-2.200000,0.559625,1.596963,0.350431,0.001610
in_domain,MLP,NumRings,"(1.0, 2.0]",1,78,2.000000,-3.440500,0.605003,1.714320,0.352911,0.065776
in_domain,MLP,NumRings,"(2.0, 8.0]",2,92,3.000000,-4.799500,0.730187,2.103653,0.347104,0.246663
in_domain,GCN,NumRings,"(-0.001, 1.0]",0,300,1.000000,-2.200000,0.528581,1.596963,0.330991,-0.112103
in_domain,GCN,NumRings,"(1.0, 2.0]",1,78,2.000000,-3.440500,0.700415,1.714320,0.408567,0.218567
in_domain,GCN,NumRings,"(2.0, 8.0]",2,92,3.000000,-4.799500,0.777259,2.103653,0.369481,0.365682
in_domain,GIN,NumRings,"(-0.001, 1.0]",0,300,1.000000,-2.200000,0.435085,1.596963,0.272445,-0.105146
in_domain,GIN,NumRings,"(1.0, 2.0]",1,78,2.000000,-3.440500,0.636906,1.714320,0.371521,0.097899
in_domain,GIN,NumRings,"(2.0, 8.0]",2,92,3.000000,-4.799500,0.686555,2.103653,0.326363,0.374063
out_of_scaffold,Dummy (mean),NumRings,"(0.999, 2.0]",0,264,2.000000,-3.450000,1.779834,1.779834,1.000000,0.823810
out_of_scaffold,Dummy (mean),NumRings,"(2.0, 3.0]",1,85,3.000000,-3.928000,1.729556,1.729556,1.000000,1.424549
out_of_scaffold,Dummy (mean),NumRings,"(3.0, 8.0]",2,64,4.000000,-4.726500,2.306428,2.306428,1.000000,2.304181
out_of_scaffold,Linear,NumRings,"(0.999, 2.0]",0,264,2.000000,-3.450000,0.829346,1.779834,0.465968,0.353225
out_of_scaffold,Linear,NumRings,"(2.0, 3.0]",1,85,3.000000,-3.928000,0.795404,1.729556,0.459889,0.247035
out_of_scaffold,Linear,NumRings,"(3.0, 8.0]",2,64,4.000000,-4.726500,1.063264,2.306428,0.461000,0.006952
out_of_scaffold,MLP,NumRings,"(0.999, 2.0]",0,264,2.000000,-3.450000,0.656092,1.779834,0.368626,0.137054
out_of_scaffold,MLP,NumRings,"(2.0, 3.0]",1,85,3.000000,-3.928000,0.656831,1.729556,0.379769,0.081579
out_of_scaffold,MLP,NumRings,"(3.0, 8.0]",2,64,4.000000,-4.726500,0.778243,2.306428,0.337424,-0.040206
out_of_scaffold,GCN,NumRings,"(0.999, 2.0]",0,264,2.000000,-3.450000,0.976717,1.779834,0.548769,0.300647
out_of_scaffold,GCN,NumRings,"(2.0, 3.0]",1,85,3.000000,-3.928000,0.954302,1.729556,0.551762,-0.088239
out_of_scaffold,GCN,NumRings,"(3.0, 8.0]",2,64,4.000000,-4.726500,0.844434,2.306428,0.366122,0.258620
out_of_scaffold,GIN,NumRings,"(0.999, 2.0]",0,264,2.000000,-3.450000,0.869462,1.779834,0.488507,0.205768
out_of_scaffold,GIN,NumRings,"(2.0, 3.0]",1,85,3.000000,-3.928000,0.828503,1.729556,0.479026,-0.033129
out_of_scaffold,GIN,NumRings,"(3.0, 8.0]",2,64,4.000000,-4.726500,0.847875,2.306428,0.367614,0.061332
in_domain,Dummy (mean),NumAromaticRings,"(-0.001, 1.0]",0,356,0.000000,-2.369500,1.555804,1.555804,1.000000,-0.585760
in_domain,Dummy (mean),NumAromaticRings,"(1.0, 6.0]",1,114,2.000000,-4.649000,2.214700,2.214700,1.000000,1.798204
in_domain,Linear,NumAromaticRings,"(-0.001, 1.0]",0,356,0.000000,-2.369500,0.737962,1.555804,0.474328,-0.048337
in_domain,Linear,NumAromaticRings,"(1.0, 6.0]",1,114,2.000000,-4.649000,0.840099,2.214700,0.379329,0.375111
in_domain,MLP,NumAromaticRings,"(-0.001, 1.0]",0,356,0.000000,-2.369500,0.577515,1.555804,0.371200,0.008059
in_domain,MLP,NumAromaticRings,"(1.0, 6.0]",1,114,2.000000,-4.649000,0.672452,2.214700,0.303631,0.223136
in_domain,GCN,NumAromaticRings,"(-0.001, 1.0]",0,356,0.000000,-2.369500,0.565370,1.555804,0.363394,-0.054316
in_domain,GCN,NumAromaticRings,"(1.0, 6.0]",1,114,2.000000,-4.649000,0.731952,2.214700,0.330497,0.319269
in_domain,GIN,NumAromaticRings,"(-0.001, 1.0]",0,356,0.000000,-2.369500,0.469712,1.555804,0.301909,-0.061649
in_domain,GIN,NumAromaticRings,"(1.0, 6.0]",1,114,2.000000,-4.649000,0.667980,2.214700,0.301612,0.284675
out_of_scaffold,Dummy (mean),NumAromaticRings,"(-0.001, 1.0]",0,179,0.000000,-3.171000,1.374673,1.374673,1.000000,0.236368
out_of_scaffold,Dummy (mean),NumAromaticRings,"(1.0, 2.0]",1,185,2.000000,-4.290000,2.084436,2.084436,1.000000,1.704688
out_of_scaffold,Dummy (mean),NumAromaticRings,"(2.0, 7.0]",2,49,3.000000,-5.270000,2.710467,2.710467,1.000000,2.619652
out_of_scaffold,Linear,NumAromaticRings,"(-0.001, 1.0]",0,179,0.000000,-3.171000,0.943053,1.374673,0.686020,0.333017
out_of_scaffold,Linear,NumAromaticRings,"(1.0, 2.0]",1,185,2.000000,-4.290000,0.655915,2.084436,0.314673,0.154268
out_of_scaffold,Linear,NumAromaticRings,"(2.0, 7.0]",2,49,3.000000,-5.270000,1.315401,2.710467,0.485304,0.541727
out_of_scaffold,MLP,NumAromaticRings,"(-0.001, 1.0]",0,179,0.000000,-3.171000,0.731454,1.374673,0.532093,0.289821
out_of_scaffold,MLP,NumAromaticRings,"(1.0, 2.0]",1,185,2.000000,-4.290000,0.570088,2.084436,0.273498,-0.084224
out_of_scaffold,MLP,NumAromaticRings,"(2.0, 7.0]",2,49,3.000000,-5.270000,0.866328,2.710467,0.319623,0.086666
out_of_scaffold,GCN,NumAromaticRings,"(-0.001, 1.0]",0,179,0.000000,-3.171000,0.869421,1.374673,0.632457,0.124142
out_of_scaffold,GCN,NumAromaticRings,"(1.0, 2.0]",1,185,2.000000,-4.290000,1.045115,2.084436,0.501390,0.422138
out_of_scaffold,GCN,NumAromaticRings,"(2.0, 7.0]",2,49,3.000000,-5.270000,0.898777,2.710467,0.331595,-0.242747
out_of_scaffold,GIN,NumAromaticRings,"(-0.001, 1.0]",0,179,0.000000,-3.171000,0.811279,1.374673,0.590162,0.010643
out_of_scaffold,GIN,NumAromaticRings,"(1.0, 2.0]",1,185,2.000000,-4.290000,0.899133,2.084436,0.431356,0.319902
out_of_scaffold,GIN,NumAromaticRings,"(2.0, 7.0]",2,49,3.000000,-5.270000,0.870734,2.710467,0.321249,-0.115410
in_domain,Dummy (mean),NumAliphaticRings,"(-0.001, 1.0]",0,425,0.000000,-2.680000,1.741241,1.741241,1.000000,-0.106559
in_domain,Dummy (mean),NumAliphaticRings,"(1.0, 8.0]",1,45,4.000000,-4.099000,1.473653,1.473653,1.000000,0.927827
in_domain,Linear,NumAliphaticRings,"(-0.001, 1.0]",0,425,0.000000,-2.680000,0.770541,1.741241,0.442524,0.073124
in_domain,Linear,NumAliphaticRings,"(1.0, 8.0]",1,45,4.000000,-4.099000,0.689017,1.473653,0.467557,-0.122734
in_domain,MLP,NumAliphaticRings,"(-0.001, 1.0]",0,425,0.000000,-2.680000,0.590014,1.741241,0.338847,0.062988
in_domain,MLP,NumAliphaticRings,"(1.0, 8.0]",1,45,4.000000,-4.099000,0.699976,1.473653,0.474994,0.034149
in_domain,GCN,NumAliphaticRings,"(-0.001, 1.0]",0,425,0.000000,-2.680000,0.583238,1.741241,0.334955,0.011146
in_domain,GCN,NumAliphaticRings,"(1.0, 8.0]",1,45,4.000000,-4.099000,0.818630,1.473653,0.555511,0.273841
in_domain,GIN,NumAliphaticRings,"(-0.001, 1.0]",0,425,0.000000,-2.680000,0.498265,1.741241,0.286155,0.001100
in_domain,GIN,NumAliphaticRings,"(1.0, 8.0]",1,45,4.000000,-4.099000,0.702325,1.473653,0.476588,0.223074
out_of_scaffold,Dummy (mean),NumAliphaticRings,"(-0.001, 1.0]",0,338,0.000000,-3.865000,1.913032,1.913032,1.000000,1.205099
out_of_scaffold,Dummy (mean),NumAliphaticRings,"(1.0, 8.0]",1,75,4.000000,-4.081000,1.571935,1.571935,1.000000,1.049557
out_of_scaffold,Linear,NumAliphaticRings,"(-0.001, 1.0]",0,338,0.000000,-3.865000,0.846621,1.913032,0.442554,0.310078
out_of_scaffold,Linear,NumAliphaticRings,"(1.0, 8.0]",1,75,4.000000,-4.081000,0.912637,1.571935,0.580582,0.131835
out_of_scaffold,MLP,NumAliphaticRings,"(-0.001, 1.0]",0,338,0.000000,-3.865000,0.666011,1.913032,0.348144,0.109473
out_of_scaffold,MLP,NumAliphaticRings,"(1.0, 8.0]",1,75,4.000000,-4.081000,0.716464,1.571935,0.455785,0.047219
out_of_scaffold,GCN,NumAliphaticRings,"(-0.001, 1.0]",0,338,0.000000,-3.865000,0.964109,1.913032,0.503969,0.222255
out_of_scaffold,GCN,NumAliphaticRings,"(1.0, 8.0]",1,75,4.000000,-4.081000,0.895255,1.571935,0.569524,0.177335
out_of_scaffold,GIN,NumAliphaticRings,"(-0.001, 1.0]",0,338,0.000000,-3.865000,0.859165,1.913032,0.449112,0.150951
out_of_scaffold,GIN,NumAliphaticRings,"(1.0, 8.0]",1,75,4.000000,-4.081000,0.851025,1.571935,0.541387,0.058808
in_domain,Dummy (mean),NumHeteroatoms,"(-0.001, 1.0]",0,169,1.000000,-2.560000,1.882936,1.882936,1.000000,-0.108385
in_domain,Dummy (mean),NumHeteroatoms,"(1.0, 3.0]",1,106,2.000000,-2.250000,1.561503,1.561503,1.000000,-0.809874
in_domain,Dummy (mean),NumHeteroatoms,"(3.0, 5.0]",2,89,5.000000,-2.692000,1.567687,1.567687,1.000000,0.063281
in_domain,Dummy (mean),NumHeteroatoms,"(5.0, 14.0]",3,106,7.000000,-3.782500,1.727191,1.727191,1.000000,0.896192
in_domain,Linear,NumHeteroatoms,"(-0.001, 1.0]",0,169,1.000000,-2.560000,0.973379,1.882936,0.516948,0.322947
in_domain,Linear,NumHeteroatoms,"(1.0, 3.0]",1,106,2.000000,-2.250000,0.542415,1.561503,0.347367,-0.291382
in_domain,Linear,NumHeteroatoms,"(3.0, 5.0]",2,89,5.000000,-2.692000,0.711113,1.567687,0.453607,-0.112263
in_domain,Linear,NumHeteroatoms,"(5.0, 14.0]",3,106,7.000000,-3.782500,0.690562,1.727191,0.399818,0.111836
in_domain,MLP,NumHeteroatoms,"(-0.001, 1.0]",0,169,1.000000,-2.560000,0.516382,1.882936,0.274243,0.167384
in_domain,MLP,NumHeteroatoms,"(1.0, 3.0]",1,106,2.000000,-2.250000,0.528371,1.561503,0.338374,0.094326
in_domain,MLP,NumHeteroatoms,"(3.0, 5.0]",2,89,5.000000,-2.692000,0.646707,1.567687,0.412523,-0.134019
in_domain,MLP,NumHeteroatoms,"(5.0, 14.0]",3,106,7.000000,-3.782500,0.768132,1.727191,0.444729,0.018375
in_domain,GCN,NumHeteroatoms,"(-0.001, 1.0]",0,169,1.000000,-2.560000,0.569910,1.882936,0.302671,-0.217315
in_domain,GCN,NumHeteroatoms,"(1.0, 3.0]",1,106,2.000000,-2.250000,0.459323,1.561503,0.294154,0.025650
in_domain,GCN,NumHeteroatoms,"(3.0, 5.0]",2,89,5.000000,-2.692000,0.583732,1.567687,0.372352,0.024369
in_domain,GCN,NumHeteroatoms,"(5.0, 14.0]",3,106,7.000000,-3.782500,0.827917,1.727191,0.479343,0.461307
in_domain,GIN,NumHeteroatoms,"(-0.001, 1.0]",0,169,1.000000,-2.560000,0.411033,1.882936,0.218294,-0.040679
in_domain,GIN,NumHeteroatoms,"(1.0, 3.0]",1,106,2.000000,-2.250000,0.422870,1.561503,0.270810,-0.016597
in_domain,GIN,NumHeteroatoms,"(3.0, 5.0]",2,89,5.000000,-2.692000,0.590303,1.567687,0.376544,-0.033755
in_domain,GIN,NumHeteroatoms,"(5.0, 14.0]",3,106,7.000000,-3.782500,0.722088,1.727191,0.418071,0.208908
out_of_scaffold,Dummy (mean),NumHeteroatoms,"(-0.001, 2.0]",0,138,1.000000,-4.050000,1.893047,1.893047,1.000000,0.982036
out_of_scaffold,Dummy (mean),NumHeteroatoms,"(2.0, 4.0]",1,78,4.000000,-3.668000,1.723335,1.723335,1.000000,1.121427
out_of_scaffold,Dummy (mean),NumHeteroatoms,"(4.0, 6.0]",2,113,6.000000,-3.850000,1.772376,1.772376,1.000000,1.265489
out_of_scaffold,Dummy (mean),NumHeteroatoms,"(6.0, 16.0]",3,84,8.000000,-4.063500,2.006676,2.006676,1.000000,1.429139
out_of_scaffold,Linear,NumHeteroatoms,"(-0.001, 2.0]",0,138,1.000000,-4.050000,0.960803,1.893047,0.507543,0.352293
out_of_scaffold,Linear,NumHeteroatoms,"(2.0, 4.0]",1,78,4.000000,-3.668000,0.696570,1.723335,0.404199,-0.125874
out_of_scaffold,Linear,NumHeteroatoms,"(4.0, 6.0]",2,113,6.000000,-3.850000,0.777471,1.772376,0.438660,0.330874
out_of_scaffold,Linear,NumHeteroatoms,"(6.0, 16.0]",3,84,8.000000,-4.063500,0.950334,2.006676,0.473586,0.458418
out_of_scaffold,MLP,NumHeteroatoms,"(-0.001, 2.0]",0,138,1.000000,-4.050000,0.576346,1.893047,0.304454,0.131085
out_of_scaffold,MLP,NumHeteroatoms,"(2.0, 4.0]",1,78,4.000000,-3.668000,0.633396,1.723335,0.367541,0.014364
out_of_scaffold,MLP,NumHeteroatoms,"(4.0, 6.0]",2,113,6.000000,-3.850000,0.719059,1.772376,0.405703,0.183201
out_of_scaffold,MLP,NumHeteroatoms,"(6.0, 16.0]",3,84,8.000000,-4.063500,0.817289,2.006676,0.407285,0.007517
out_of_scaffold,GCN,NumHeteroatoms,"(-0.001, 2.0]",0,138,1.000000,-4.050000,0.900106,1.893047,0.475480,-0.187245
out_of_scaffold,GCN,NumHeteroatoms,"(2.0, 4.0]",1,78,4.000000,-3.668000,0.972330,1.723335,0.564214,0.138378
out_of_scaffold,GCN,NumHeteroatoms,"(4.0, 6.0]",2,113,6.000000,-3.850000,0.957271,1.772376,0.540106,0.537964
out_of_scaffold,GCN,NumHeteroatoms,"(6.0, 16.0]",3,84,8.000000,-4.063500,1.009343,2.006676,0.502992,0.508079
out_of_scaffold,GIN,NumHeteroatoms,"(-0.001, 2.0]",0,138,1.000000,-4.050000,0.815551,1.893047,0.430814,-0.161730
out_of_scaffold,GIN,NumHeteroatoms,"(2.0, 4.0]",1,78,4.000000,-3.668000,0.881709,1.723335,0.511630,-0.018817
out_of_scaffold,GIN,NumHeteroatoms,"(4.0, 6.0]",2,113,6.000000,-3.850000,0.807013,1.772376,0.455329,0.352399
out_of_scaffold,GIN,NumHeteroatoms,"(6.0, 16.0]",3,84,8.000000,-4.063500,0.972770,2.006676,0.484767,0.469016
in_domain,Dummy (mean),FractionCSP3,"(-0.001, 0.125]",0,120,0.000000,-3.350000,1.966768,1.966768,1.000000,0.660326
in_domain,Dummy (mean),FractionCSP3,"(0.125, 0.4]",1,117,0.250000,-3.270000,1.590553,1.590553,1.000000,0.330271
in_domain,Dummy (mean),FractionCSP3,"(0.4, 0.857]",2,119,0.700000,-2.540000,1.494081,1.494081,1.000000,-0.349651
in_domain,Dummy (mean),FractionCSP3,"(0.857, 1.0]",3,114,1.000000,-2.250000,1.810872,1.810872,1.000000,-0.700066
in_domain,Linear,FractionCSP3,"(-0.001, 0.125]",0,120,0.000000,-3.350000,0.819190,1.966768,0.416516,0.145207
in_domain,Linear,FractionCSP3,"(0.125, 0.4]",1,117,0.250000,-3.270000,0.679446,1.590553,0.427176,-0.082588
in_domain,Linear,FractionCSP3,"(0.4, 0.857]",2,119,0.700000,-2.540000,0.691201,1.494081,0.462626,-0.006144
in_domain,Linear,FractionCSP3,"(0.857, 1.0]",3,114,1.000000,-2.250000,0.863464,1.810872,0.476822,0.162489
in_domain,MLP,FractionCSP3,"(-0.001, 0.125]",0,120,0.000000,-3.350000,0.613284,1.966768,0.311823,0.059890
in_domain,MLP,FractionCSP3,"(0.125, 0.4]",1,117,0.250000,-3.270000,0.597457,1.590553,0.375629,0.082262
in_domain,MLP,FractionCSP3,"(0.4, 0.857]",2,119,0.700000,-2.540000,0.623020,1.494081,0.416992,0.135246
in_domain,MLP,FractionCSP3,"(0.857, 1.0]",3,114,1.000000,-2.250000,0.566832,1.810872,0.313016,-0.040344
in_domain,GCN,FractionCSP3,"(-0.001, 0.125]",0,120,0.000000,-3.350000,0.564850,1.966768,0.287197,-0.001715
in_domain,GCN,FractionCSP3,"(0.125, 0.4]",1,117,0.250000,-3.270000,0.692311,1.590553,0.435265,0.191631
in_domain,GCN,FractionCSP3,"(0.4, 0.857]",2,119,0.700000,-2.540000,0.560146,1.494081,0.374910,0.098165
in_domain,GCN,FractionCSP3,"(0.857, 1.0]",3,114,1.000000,-2.250000,0.607672,1.810872,0.335569,-0.147690
in_domain,GIN,FractionCSP3,"(-0.001, 0.125]",0,120,0.000000,-3.350000,0.571326,1.966768,0.290490,0.049085
in_domain,GIN,FractionCSP3,"(0.125, 0.4]",1,117,0.250000,-3.270000,0.581364,1.590553,0.365510,0.068901
in_domain,GIN,FractionCSP3,"(0.4, 0.857]",2,119,0.700000,-2.540000,0.526371,1.494081,0.352304,0.020424
in_domain,GIN,FractionCSP3,"(0.857, 1.0]",3,114,1.000000,-2.250000,0.387283,1.810872,0.213865,-0.051544
out_of_scaffold,Dummy (mean),FractionCSP3,"(-0.001, 0.231]",0,210,0.000000,-4.165000,2.162484,2.162484,1.000000,1.689043
out_of_scaffold,Dummy (mean),FractionCSP3,"(0.231, 0.636]",1,102,0.357143,-3.390000,1.537333,1.537333,1.000000,0.781026
out_of_scaffold,Dummy (mean),FractionCSP3,"(0.636, 1.0]",2,101,0.809524,-3.680000,1.520498,1.520498,1.000000,0.511649
out_of_scaffold,Linear,FractionCSP3,"(-0.001, 0.231]",0,210,0.000000,-4.165000,0.837374,2.162484,0.387228,0.309411
out_of_scaffold,Linear,FractionCSP3,"(0.231, 0.636]",1,102,0.357143,-3.390000,0.795850,1.537333,0.517682,0.235142
out_of_scaffold,Linear,FractionCSP3,"(0.636, 1.0]",2,101,0.809524,-3.680000,0.966143,1.520498,0.635412,0.254787
out_of_scaffold,MLP,FractionCSP3,"(-0.001, 0.231]",0,210,0.000000,-4.165000,0.643630,2.162484,0.297635,-0.024982
out_of_scaffold,MLP,FractionCSP3,"(0.231, 0.636]",1,102,0.357143,-3.390000,0.642586,1.537333,0.417987,0.238370
out_of_scaffold,MLP,FractionCSP3,"(0.636, 1.0]",2,101,0.809524,-3.680000,0.773669,1.520498,0.508826,0.212631
out_of_scaffold,GCN,FractionCSP3,"(-0.001, 0.231]",0,210,0.000000,-4.165000,0.998528,2.162484,0.461750,0.250643
out_of_scaffold,GCN,FractionCSP3,"(0.231, 0.636]",1,102,0.357143,-3.390000,0.868865,1.537333,0.565177,0.118749
out_of_scaffold,GCN,FractionCSP3,"(0.636, 1.0]",2,101,0.809524,-3.680000,0.937602,1.520498,0.616641,0.234404
out_of_scaffold,GIN,FractionCSP3,"(-0.001, 0.231]",0,210,0.000000,-4.165000,0.884816,2.162484,0.409166,0.196656
out_of_scaffold,GIN,FractionCSP3,"(0.231, 0.636]",1,102,0.357143,-3.390000,0.808275,1.537333,0.525764,0.063088
out_of_scaffold,GIN,FractionCSP3,"(0.636, 1.0]",2,101,0.809524,-3.680000,0.851181,1.520498,0.559804,0.076231
in_domain,Dummy (mean),NumHDonors,"(-0.001, 1.0]",0,393,0.000000,-2.960000,1.760284,1.760284,1.000000,0.109182
in_domain,Dummy (mean),NumHDonors,"(1.0, 8.0]",1,77,2.000000,-2.647000,1.487663,1.487663,1.000000,-0.603166
in_domain,Linear,NumHDonors,"(-0.001, 1.0]",0,393,0.000000,-2.960000,0.771280,1.760284,0.438156,0.035082
in_domain,Linear,NumHDonors,"(1.0, 8.0]",1,77,2.000000,-2.647000,0.719127,1.487663,0.483394,0.152823
in_domain,MLP,NumHDonors,"(-0.001, 1.0]",0,393,0.000000,-2.960000,0.586828,1.760284,0.333371,0.084882
in_domain,MLP,NumHDonors,"(1.0, 8.0]",1,77,2.000000,-2.647000,0.670538,1.487663,0.450733,-0.065611
in_domain,GCN,NumHDonors,"(-0.001, 1.0]",0,393,0.000000,-2.960000,0.607712,1.760284,0.345235,0.023730
in_domain,GCN,NumHDonors,"(1.0, 8.0]",1,77,2.000000,-2.647000,0.595891,1.487663,0.400555,0.100445
in_domain,GIN,NumHDonors,"(-0.001, 1.0]",0,393,0.000000,-2.960000,0.507385,1.760284,0.288240,0.024221
in_domain,GIN,NumHDonors,"(1.0, 8.0]",1,77,2.000000,-2.647000,0.570972,1.487663,0.383804,0.012823
out_of_scaffold,Dummy (mean),NumHDonors,"(-0.001, 1.0]",0,312,0.000000,-4.235000,2.083761,2.083761,1.000000,1.482587
out_of_scaffold,Dummy (mean),NumHDonors,"(1.0, 11.0]",1,101,2.000000,-3.180000,1.132339,1.132339,1.000000,0.232406
out_of_scaffold,Linear,NumHDonors,"(-0.001, 1.0]",0,312,0.000000,-4.235000,0.788534,2.083761,0.378418,0.171884
out_of_scaffold,Linear,NumHDonors,"(1.0, 11.0]",1,101,2.000000,-3.180000,1.075080,1.132339,0.949433,0.604617
out_of_scaffold,MLP,NumHDonors,"(-0.001, 1.0]",0,312,0.000000,-4.235000,0.625633,2.083761,0.300242,0.075341
out_of_scaffold,MLP,NumHDonors,"(1.0, 11.0]",1,101,2.000000,-3.180000,0.828208,1.132339,0.731414,0.168681
out_of_scaffold,GCN,NumHDonors,"(-0.001, 1.0]",0,312,0.000000,-4.235000,0.994225,2.083761,0.477130,0.158252
out_of_scaffold,GCN,NumHDonors,"(1.0, 11.0]",1,101,2.000000,-3.180000,0.819948,1.132339,0.724118,0.386611
out_of_scaffold,GIN,NumHDonors,"(-0.001, 1.0]",0,312,0.000000,-4.235000,0.870184,2.083761,0.417603,0.084378
out_of_scaffold,GIN,NumHDonors,"(1.0, 11.0]",1,101,2.000000,-3.180000,0.819081,1.132339,0.723353,0.288180
in_domain,Dummy (mean),NumHAcceptors,"(-0.001, 1.0]",0,237,0.000000,-2.740000,1.905188,1.905188,1.000000,0.093175
in_domain,Dummy (mean),NumHAcceptors,"(1.0, 3.0]",1,124,2.000000,-2.444000,1.430212,1.430212,1.000000,-0.612551
in_domain,Dummy (mean),NumHAcceptors,"(3.0, 14.0]",2,109,5.000000,-3.638000,1.628128,1.628128,1.000000,0.461822
in_domain,Linear,NumHAcceptors,"(-0.001, 1.0]",0,237,0.000000,-2.740000,0.855601,1.905188,0.449090,0.174064
in_domain,Linear,NumHAcceptors,"(1.0, 3.0]",1,124,2.000000,-2.444000,0.596067,1.430212,0.416768,-0.119440
in_domain,Linear,NumHAcceptors,"(3.0, 14.0]",2,109,5.000000,-3.638000,0.750421,1.628128,0.460910,-0.008146
in_domain,MLP,NumHAcceptors,"(-0.001, 1.0]",0,237,0.000000,-2.740000,0.533473,1.905188,0.280010,0.071391
in_domain,MLP,NumHAcceptors,"(1.0, 3.0]",1,124,2.000000,-2.444000,0.546397,1.430212,0.382039,0.144471
in_domain,MLP,NumHAcceptors,"(3.0, 14.0]",2,109,5.000000,-3.638000,0.807969,1.628128,0.496256,-0.059886
in_domain,GCN,NumHAcceptors,"(-0.001, 1.0]",0,237,0.000000,-2.740000,0.560735,1.905188,0.294320,-0.111302
in_domain,GCN,NumHAcceptors,"(1.0, 3.0]",1,124,2.000000,-2.444000,0.501905,1.430212,0.350931,0.027257
in_domain,GCN,NumHAcceptors,"(3.0, 14.0]",2,109,5.000000,-3.638000,0.821871,1.628128,0.504795,0.367511
in_domain,GIN,NumHAcceptors,"(-0.001, 1.0]",0,237,0.000000,-2.740000,0.437433,1.905188,0.229601,-0.024108
in_domain,GIN,NumHAcceptors,"(1.0, 3.0]",1,124,2.000000,-2.444000,0.481684,1.430212,0.336792,0.029976
in_domain,GIN,NumHAcceptors,"(3.0, 14.0]",2,109,5.000000,-3.638000,0.733641,1.628128,0.450604,0.114703
out_of_scaffold,Dummy (mean),NumHAcceptors,"(-0.001, 2.0]",0,215,0.000000,-4.370000,2.292413,2.292413,1.000000,1.569862
out_of_scaffold,Dummy (mean),NumHAcceptors,"(2.0, 4.0]",1,110,3.000000,-3.637000,1.375569,1.375569,1.000000,0.881275
out_of_scaffold,Dummy (mean),NumHAcceptors,"(4.0, 16.0]",2,88,6.000000,-3.580500,1.367256,1.367256,1.000000,0.586133
out_of_scaffold,Linear,NumHAcceptors,"(-0.001, 2.0]",0,215,0.000000,-4.370000,0.849852,2.292413,0.370724,0.273589
out_of_scaffold,Linear,NumHAcceptors,"(2.0, 4.0]",1,110,3.000000,-3.637000,0.779713,1.375569,0.566829,0.070596
out_of_scaffold,Linear,NumHAcceptors,"(4.0, 16.0]",2,88,6.000000,-3.580500,0.978625,1.367256,0.715758,0.546669
out_of_scaffold,MLP,NumHAcceptors,"(-0.001, 2.0]",0,215,0.000000,-4.370000,0.630596,2.292413,0.275080,0.022156
out_of_scaffold,MLP,NumHAcceptors,"(2.0, 4.0]",1,110,3.000000,-3.637000,0.662880,1.375569,0.481895,0.177852
out_of_scaffold,MLP,NumHAcceptors,"(4.0, 16.0]",2,88,6.000000,-3.580500,0.799451,1.367256,0.584712,0.184273
